Co,VOC,Temp,Hum,Label
16,422,30.24,55.07,0
22,420,30.25,55.05,0
22,422,30.24,55.04,0
22,421,30.23,55.05,0
21,421,30.24,55.0,0
22,425,30.24,55.02,0
22,419,30.24,55.04,0
21,423,30.24,55.04,0
23,421,30.24,54.98,0
22,458,30.23,55.05,0
22,442,30.25,55.01,0
21,449,30.24,55.03,0
24,444,30.24,55.05,0
20,419,30.24,55.03,0
23,416,30.25,55.04,0
22,421,30.24,55.04,0
15,417,30.25,54.99,0
22,419,30.23,55.05,0
40,424,30.24,55.03,0
21,425,30.23,55.06,0
27,450,30.25,55.04,0
18,450,30.25,55.0,0
17,450,30.25,55.02,0
22,448,30.25,55.03,0
23,438,30.25,54.98,0
22,448,30.25,54.98,0
21,443,30.26,54.98,0
21,443,30.25,54.99,0
22,417,30.26,54.98,0
23,422,30.26,54.96,0
14,418,30.26,55.0,0
20,418,30.27,55.0,0
22,420,30.25,55.02,0
27,421,30.26,54.99,0
20,420,30.26,55.05,0
22,426,30.27,55.0,0
22,420,30.25,55.03,0
22,426,30.27,55.03,0
17,422,30.26,54.99,0
26,421,30.26,55.0,0
22,422,30.26,55.04,0
21,419,30.26,55.03,0
23,421,30.26,55.03,0
31,421,30.27,55.0,0
21,421,30.27,55.03,0
22,420,30.28,55.01,0
25,422,30.25,55.0,0
18,433,30.27,54.98,0
16,422,30.27,55.07,0
21,422,30.27,54.98,0
23,422,30.28,55.04,0
22,395,30.27,55.01,0
20,418,30.28,55.06,0
30,417,30.28,55.04,0
22,415,30.26,55.09,0
31,421,30.28,55.09,0
22,421,30.27,55.12,0
22,424,30.27,55.12,0
22,423,30.28,55.16,0
22,424,30.27,55.12,0
22,425,30.27,55.16,0
22,424,30.27,55.12,0
22,426,30.27,55.14,0
13,425,30.28,55.16,0
22,425,30.28,55.19,0
14,423,30.29,55.16,0
22,426,30.27,55.15,0
22,424,30.29,55.17,0
22,435,30.28,55.21,0
22,431,30.28,55.18,0
20,438,30.27,55.13,0
20,414,30.29,55.15,0
22,424,30.29,55.18,0
22,425,30.29,55.17,0
27,425,30.28,55.14,0
22,423,30.28,55.09,0
20,441,30.29,55.09,0
22,423,30.29,55.1,0
22,424,30.29,55.07,0
26,423,30.29,55.05,0
20,430,30.3,55.09,0
22,397,30.3,55.05,0
22,425,30.29,55.08,0
22,421,30.29,55.04,0
22,416,30.29,55.04,0
22,427,30.29,55.05,0
28,426,30.3,55.06,0
25,427,30.3,55.05,0
23,428,30.3,55.11,0
26,426,30.29,55.06,0
22,428,30.29,55.09,0
22,424,30.3,55.1,0
0,420,30.3,55.08,0
20,441,30.29,55.1,0
13,448,30.31,55.13,0
22,450,30.29,55.12,0
29,465,30.31,55.12,0
13,449,30.31,55.08,0
22,440,30.29,55.17,0
21,445,30.31,55.08,0
17,447,30.3,55.09,0
21,444,30.3,55.12,0
40,445,30.3,55.12,0
25,455,30.3,55.11,0
22,446,30.31,55.08,0
21,458,30.31,55.12,0
22,445,30.32,55.06,0
23,444,30.31,55.1,0
22,450,30.31,55.07,0
24,433,30.31,55.1,0
23,423,30.3,55.07,0
22,422,30.3,55.04,0
36,426,30.31,55.05,0
0,425,30.31,55.06,0
22,422,30.29,55.02,0
22,427,30.31,55.03,0
22,426,30.31,55.05,0
22,426,30.32,55.07,0
21,432,30.31,54.96,0
22,430,30.32,54.98,0
22,453,30.32,55.02,0
22,449,30.31,55.07,0
22,454,30.32,55.04,0
28,453,30.31,55.03,0
29,454,30.32,55.04,0
23,445,30.31,55.01,0
22,429,30.32,55.03,0
23,461,30.32,55.04,0
22,448,30.32,55.04,0
22,450,30.32,55.04,0
22,427,30.34,55.04,0
22,443,30.33,55.02,0
22,452,30.31,55.07,0
23,450,30.33,55.05,0
23,449,30.33,55.03,0
22,423,30.32,55.02,0
22,431,30.34,55.02,0
19,428,30.34,55.02,0
28,430,30.34,55.04,0
22,451,30.34,55.02,0
29,446,30.34,55.05,0
21,454,30.34,55.08,0
21,425,30.34,55.05,0
22,426,30.35,55.08,0
22,447,30.34,55.07,0
22,448,30.35,55.1,0
0,421,30.34,55.06,0
22,425,30.34,55.04,0
21,438,30.34,55.04,0
22,409,30.34,55.03,0
21,427,30.35,55.05,0
22,437,30.34,55.03,0
25,428,30.35,55.06,0
29,428,30.34,55.08,0
22,428,30.34,55.06,0
21,427,30.36,55.09,0
22,426,30.34,55.05,0
19,421,30.34,55.08,0
23,436,30.35,55.09,0
22,428,30.36,55.06,0
21,440,30.34,55.07,0
22,430,30.35,55.04,0
22,431,30.35,55.07,0
0,428,30.36,55.11,0
21,437,30.35,55.09,0
22,428,30.36,55.1,0
21,429,30.36,55.09,0
22,429,30.35,55.11,0
22,428,30.37,55.06,0
22,427,30.35,55.05,0
13,451,30.36,55.09,0
15,451,30.36,55.08,0
21,451,30.36,55.1,0
22,449,30.37,55.1,0
22,450,30.36,55.11,0
27,449,30.36,55.1,0
22,449,30.36,55.1,0
16,448,30.37,55.11,0
24,426,30.37,55.14,0
0,450,30.38,55.05,0
14,449,30.37,55.09,0
31,446,30.38,55.16,0
11,449,30.38,55.11,0
22,428,30.38,55.12,0
22,428,30.38,55.13,0
22,428,30.37,55.15,0
21,428,30.38,55.1,0
22,428,30.38,55.13,0
19,427,30.38,55.14,0
28,427,30.38,55.07,0
29,425,30.39,55.12,0
22,420,30.38,55.14,0
13,422,30.39,55.11,0
26,447,30.38,55.13,0
20,447,30.38,55.16,0
42,448,30.38,55.19,0
22,454,30.37,55.15,0
21,448,30.38,55.18,0
22,449,30.39,55.16,0
22,444,30.4,55.22,0
22,420,30.4,55.16,0
22,442,30.39,55.22,0
21,419,30.39,55.21,0
22,421,30.4,55.15,0
22,422,30.38,55.22,0
22,421,30.38,55.2,0
24,422,30.4,55.23,0
23,451,30.39,55.2,0
22,444,30.39,55.18,0
22,420,30.38,55.2,0
22,419,30.39,55.2,0
23,442,30.39,55.14,0
21,444,30.39,55.19,0
22,442,30.38,55.16,0
22,429,30.39,55.18,0
22,448,30.37,55.14,0
22,443,30.38,55.16,0
10,442,30.39,55.18,0
22,452,30.39,55.14,0
21,421,30.4,55.16,0
23,420,30.39,55.11,0
22,421,30.39,55.13,0
22,424,30.38,55.12,0
22,423,30.4,55.1,0
21,424,30.39,55.09,0
23,422,30.39,55.12,0
22,422,30.39,55.13,0
22,421,30.39,55.12,0
22,425,30.39,55.16,0
22,420,30.4,55.12,0
28,422,30.39,55.15,0
22,421,30.4,55.11,0
21,421,30.38,55.12,0
22,420,30.39,55.18,0
34,420,30.38,55.15,0
22,420,30.39,55.23,0
17,419,30.38,55.22,0
21,415,30.37,55.18,0
22,421,30.39,55.18,0
21,424,30.39,55.18,0
20,420,30.39,55.24,0
26,421,30.38,55.17,0
8,419,30.39,55.19,0
22,422,30.39,55.22,0
22,422,30.39,55.24,0
21,422,30.39,55.19,0
23,423,30.39,55.22,0
19,423,30.39,55.25,0
16,419,30.39,55.25,0
22,426,30.39,55.23,0
19,448,30.4,55.23,0
22,450,30.4,55.24,0
13,449,30.41,55.27,0
19,459,30.39,55.31,0
40,444,30.39,55.26,0
21,448,30.38,55.27,0
17,420,30.4,55.26,0
23,421,30.4,55.24,0
22,419,30.4,55.28,0
11,426,30.39,55.3,0
20,425,30.38,55.3,0
0,447,30.41,55.28,0
18,447,30.39,55.3,0
0,445,30.4,55.27,0
22,421,30.41,55.28,0
26,425,30.4,55.27,0
22,426,30.39,55.33,0
14,450,30.41,55.31,0
23,423,30.4,55.3,0
21,425,30.4,55.27,0
22,425,30.4,55.31,0
41,425,30.41,55.28,0
21,430,30.41,55.33,0
20,425,30.4,55.34,0
21,429,30.4,55.33,0
21,433,30.39,55.31,0
23,426,30.41,55.31,0
22,428,30.4,55.32,0
38,426,30.4,55.33,0
22,426,30.4,55.37,0
20,434,30.42,55.39,0
22,424,30.41,55.34,0
20,421,30.4,55.34,0
31,425,30.41,55.36,0
22,448,30.41,55.35,0
27,426,30.41,55.39,0
22,429,30.41,55.32,0
28,424,30.41,55.37,0
22,445,30.41,55.34,0
22,440,30.42,55.34,0
22,450,30.43,55.38,0
19,447,30.41,55.36,0
30,443,30.42,55.38,0
22,441,30.42,55.35,0
29,441,30.41,55.35,0
22,423,30.42,55.36,0
22,420,30.42,55.36,0
27,419,30.41,55.37,0
19,421,30.42,55.32,0
29,457,30.42,55.34,0
25,462,30.42,55.32,0
20,442,30.42,55.3,0
33,444,30.42,55.34,0
22,446,30.42,55.36,0
21,457,30.42,55.29,0
21,440,30.41,55.35,0
30,448,30.42,55.31,0
20,446,30.44,55.36,0
28,446,30.43,55.29,0
23,418,30.43,55.31,0
22,419,30.44,55.29,0
22,445,30.43,55.31,0
21,450,30.43,55.32,0
19,448,30.43,55.36,0
21,417,30.44,55.29,0
19,452,30.43,55.3,0
22,447,30.44,55.33,0
22,446,30.44,55.36,0
21,456,30.42,55.33,0
22,446,30.44,55.35,0
21,420,30.43,55.32,0
20,445,30.43,55.35,0
22,444,30.44,55.39,0
22,423,30.43,55.31,0
22,421,30.43,55.35,0
22,421,30.43,55.33,0
22,422,30.45,55.35,0
27,422,30.44,55.36,0
21,419,30.44,55.34,0
22,415,30.43,55.39,0
21,419,30.44,55.4,0
22,422,30.44,55.37,0
37,422,30.45,55.38,0
10,422,30.44,55.41,0
22,422,30.44,55.37,0
22,417,30.45,55.37,0
23,425,30.44,55.38,0
23,424,30.45,55.38,0
22,422,30.46,55.45,0
41,421,30.45,55.4,0
22,422,30.45,55.41,0
21,421,30.45,55.39,0
21,422,30.46,55.4,0
21,422,30.46,55.43,0
24,424,30.44,55.4,0
2,416,30.44,55.42,0
16,422,30.44,55.43,0
22,420,30.46,55.44,0
20,422,30.45,55.46,0
40,421,30.46,55.43,0
19,423,30.46,55.4,0
22,423,30.46,55.46,0
22,422,30.46,55.44,0
21,422,30.47,55.4,0
22,422,30.46,55.42,0
21,425,30.46,55.46,0
21,443,30.47,55.44,0
20,422,30.46,55.42,0
22,424,30.46,55.46,0
20,418,30.46,55.43,0
21,425,30.45,55.46,0
22,421,30.45,55.39,0
22,419,30.44,55.42,0
21,420,30.46,55.42,0
22,422,30.46,55.45,0
19,421,30.47,55.41,0
22,420,30.46,55.41,0
22,417,30.45,55.48,0
21,421,30.46,55.42,0
22,420,30.44,55.43,0
0,420,30.46,55.45,0
22,421,30.46,55.45,0
25,420,30.46,55.46,0
23,425,30.46,55.45,0
24,454,30.46,55.43,0
22,446,30.46,55.45,0
22,447,30.46,55.44,0
22,444,30.47,55.45,0
23,453,30.47,55.47,0
23,446,30.46,55.49,0
22,446,30.46,55.47,0
22,446,30.47,55.43,0
21,448,30.46,55.46,0
22,446,30.47,55.49,0
21,443,30.47,55.48,0
22,446,30.46,55.45,0
13,446,30.48,55.48,0
22,446,30.46,55.48,0
22,445,30.47,55.53,0
33,460,30.46,55.48,0
20,445,30.48,55.52,0
42,445,30.47,55.51,0
22,447,30.48,55.53,0
21,444,30.47,55.51,0
22,442,30.47,55.53,0
20,443,30.46,55.51,0
21,443,30.47,55.52,0
22,446,30.46,55.52,0
22,442,30.48,55.54,0
22,438,30.48,55.55,0
22,438,30.49,55.55,0
21,449,30.48,55.56,0
16,436,30.47,55.58,0
23,438,30.48,55.57,0
16,414,30.48,55.59,0
22,440,30.48,55.59,0
22,440,30.47,55.6,0
21,413,30.46,55.62,0
22,414,30.48,55.55,0
41,416,30.47,55.59,0
23,425,30.48,55.59,0
21,414,30.47,55.54,0
22,415,30.48,55.59,0
21,419,30.48,55.63,0
22,416,30.48,55.59,0
39,415,30.48,55.62,0
19,415,30.47,55.64,0
19,429,30.49,55.62,0
13,417,30.48,55.64,0
13,416,30.49,55.68,0
21,419,30.48,55.6,0
20,416,30.49,55.64,0
21,417,30.47,55.65,0
21,420,30.48,55.62,0
22,419,30.48,55.61,0
22,419,30.48,55.63,0
22,419,30.48,55.63,0
21,418,30.49,55.65,0
22,415,30.49,55.57,0
22,445,30.49,55.6,0
25,447,30.49,55.6,0
23,442,30.48,55.63,0
20,449,30.49,55.64,0
41,439,30.49,55.64,0
22,436,30.48,55.64,0
22,438,30.47,55.64,0
21,436,30.48,55.65,0
43,438,30.48,55.65,0
22,439,30.49,55.63,0
21,442,30.49,55.65,0
20,447,30.49,55.67,0
21,416,30.49,55.69,0
23,416,30.48,55.67,0
22,418,30.49,55.69,0
40,417,30.48,55.7,0
35,436,30.5,55.69,0
23,416,30.49,55.69,0
22,416,30.5,55.67,0
21,416,30.51,55.69,0
30,417,30.49,55.67,0
22,416,30.5,55.7,0
25,414,30.5,55.63,0
48,414,30.5,55.69,0
22,414,30.51,55.66,0
23,417,30.5,55.69,0
22,415,30.51,55.68,0
22,414,30.49,55.68,0
22,417,30.5,55.65,0
24,415,30.51,55.71,0
20,414,30.5,55.69,0
22,443,30.5,55.67,0
22,447,30.5,55.68,0
28,441,30.52,55.69,0
22,441,30.5,55.72,0
22,440,30.5,55.71,0
20,440,30.52,55.75,0
22,437,30.51,55.75,0
22,438,30.51,55.76,0
22,438,30.5,55.76,0
24,457,30.5,55.77,0
19,435,30.51,55.78,0
21,432,30.51,55.79,0
23,430,30.51,55.75,0
22,429,30.52,55.78,0
24,429,30.51,55.73,0
25,427,30.51,55.8,0
22,423,30.52,55.81,0
22,426,30.51,55.78,0
22,428,30.51,55.79,0
22,424,30.51,55.85,0
21,428,30.52,55.78,0
31,404,30.5,55.78,0
22,412,30.51,55.8,0
19,397,30.53,55.82,0
23,402,30.52,55.81,0
21,400,30.51,55.78,0
22,399,30.52,55.82,0
21,401,30.53,55.79,0
22,428,30.52,55.8,0
21,430,30.51,55.77,0
22,429,30.51,55.84,0
21,426,30.52,55.82,0
27,429,30.52,55.8,0
42,428,30.52,55.82,0
35,429,30.51,55.81,0
45,428,30.52,55.86,0
23,442,30.52,55.81,0
22,426,30.52,55.83,0
21,397,30.53,55.78,0
21,400,30.52,55.79,0
21,397,30.53,55.82,0
21,403,30.52,55.83,0
21,400,30.52,55.79,0
0,428,30.53,55.82,0
22,429,30.52,55.89,0
24,429,30.52,55.84,0
14,429,30.53,55.86,0
22,424,30.53,55.84,0
22,402,30.52,55.83,0
32,402,30.52,55.84,0
22,402,30.52,55.84,0
40,402,30.52,55.83,0
24,401,30.52,55.87,0
22,401,30.53,55.83,0
26,402,30.53,55.81,0
12,403,30.52,55.82,0
21,403,30.52,55.83,0
19,402,30.54,55.85,0
21,432,30.53,55.85,0
19,431,30.53,55.87,0
22,431,30.54,55.86,0
22,437,30.54,55.84,0
10,431,30.53,55.83,0
21,432,30.54,55.87,0
13,397,30.54,55.91,0
22,431,30.52,55.88,0
26,396,30.53,55.88,0
19,396,30.53,55.89,0
22,395,30.55,55.9,0
18,395,30.54,55.89,0
32,421,30.52,55.9,0
21,421,30.53,55.95,0
25,401,30.54,55.9,0
20,392,30.53,55.87,0
22,392,30.54,55.91,0
22,394,30.53,55.93,0
31,395,30.55,55.98,0
22,396,30.54,55.95,0
22,400,30.55,55.92,0
25,397,30.55,55.9,0
22,394,30.54,55.99,0
20,408,30.55,55.97,0
20,393,30.55,55.91,0
24,390,30.55,56.0,0
22,394,30.55,56.0,0
42,391,30.53,55.98,0
22,393,30.55,55.99,0
21,400,30.54,55.96,0
22,392,30.54,56.03,0
23,392,30.54,55.97,0
38,394,30.55,56.02,0
15,394,30.55,56.0,0
22,403,30.54,56.05,0
22,393,30.55,56.05,0
22,389,30.54,56.05,0
22,392,30.55,56.02,0
21,386,30.55,55.99,0
22,386,30.55,56.01,0
6,389,30.55,56.05,0
17,392,30.56,55.98,0
23,391,30.54,56.01,0
21,394,30.55,55.97,0
21,393,30.55,55.98,0
25,393,30.55,56.01,0
22,390,30.55,56.0,0
23,393,30.55,56.04,0
22,392,30.55,56.03,0
23,381,30.55,56.03,0
25,396,30.56,56.07,0
22,392,30.55,56.01,0
21,434,30.55,56.0,0
25,429,30.56,56.01,0
22,434,30.56,56.03,0
21,395,30.56,56.06,0
32,392,30.56,56.05,0
22,398,30.57,56.04,0
22,397,30.56,56.07,0
22,399,30.55,56.05,0
22,431,30.57,56.05,0
21,432,30.56,56.09,0
22,404,30.56,56.02,0
22,403,30.56,56.07,0
18,401,30.57,56.04,0
22,398,30.55,56.05,0
23,402,30.56,56.05,0
22,403,30.58,56.08,0
22,400,30.57,56.07,0
21,401,30.56,56.06,0
0,400,30.56,56.07,0
23,400,30.57,56.1,0
22,411,30.57,56.06,0
10,400,30.56,56.04,0
16,399,30.57,56.08,0
38,399,30.57,56.04,0
19,400,30.56,56.11,0
22,398,30.56,56.09,0
22,398,30.56,56.09,0
22,398,30.56,56.07,0
17,394,30.57,56.09,0
22,401,30.57,56.06,0
14,399,30.56,56.06,0
22,399,30.54,56.06,0
22,400,30.56,56.06,0
13,398,30.56,56.07,0
21,387,30.56,56.1,0
27,402,30.56,56.12,0
31,401,30.56,56.11,0
42,399,30.56,56.1,0
21,398,30.56,56.09,0
22,410,30.56,56.09,0
29,396,30.57,56.09,0
23,401,30.55,56.06,0
22,431,30.55,56.08,0
21,440,30.56,56.1,0
22,430,30.56,56.08,0
22,427,30.57,56.1,0
23,425,30.57,56.07,0
20,424,30.56,56.14,0
40,423,30.58,56.12,0
22,424,30.58,56.14,0
22,423,30.58,56.13,0
21,423,30.57,56.12,0
0,423,30.57,56.17,0
22,429,30.58,56.18,0
22,430,30.59,56.16,0
22,406,30.58,56.15,0
22,429,30.57,56.11,0
21,428,30.58,56.12,0
21,437,30.58,56.17,0
26,428,30.58,56.16,0
21,394,30.58,56.13,0
20,404,30.57,56.15,0
0,397,30.57,56.19,0
22,397,30.58,56.12,0
22,398,30.57,56.14,0
21,394,30.57,56.14,0
22,390,30.58,56.15,0
22,395,30.59,56.16,0
15,395,30.57,56.19,0
24,412,30.57,56.14,0
22,395,30.57,56.17,0
22,397,30.58,56.16,0
22,401,30.59,56.13,0
23,399,30.59,56.16,0
20,396,30.59,56.21,0
21,393,30.58,56.15,0
22,400,30.59,56.16,0
0,395,30.58,56.19,0
22,396,30.57,56.16,0
21,400,30.58,56.23,0
21,397,30.59,56.21,0
21,401,30.57,56.22,0
19,403,30.57,56.2,0
19,401,30.57,56.23,0
42,401,30.59,56.19,0
25,401,30.58,56.22,0
22,401,30.58,56.19,0
24,407,30.56,56.22,0
23,409,30.59,56.22,0
21,404,30.58,56.25,0
23,403,30.59,56.22,0
22,405,30.58,56.27,0
21,402,30.58,56.28,0
21,408,30.58,56.27,0
21,403,30.59,56.29,0
24,404,30.58,56.3,0
22,404,30.59,56.23,0
21,405,30.59,56.3,0
22,402,30.6,56.25,0
22,401,30.59,56.27,0
22,402,30.59,56.28,0
19,402,30.6,56.23,0
22,402,30.59,56.23,0
25,401,30.59,56.26,0
22,402,30.59,56.3,0
22,400,30.59,56.21,0
22,398,30.59,56.22,0
21,395,30.59,56.25,0
22,397,30.6,56.26,0
0,396,30.6,56.22,0
22,399,30.6,56.27,0
22,397,30.59,56.22,0
22,395,30.6,56.26,0
21,396,30.6,56.2,0
29,397,30.59,56.27,0
21,396,30.6,56.26,0
54,397,30.61,56.26,0
22,396,30.59,56.29,0
21,394,30.61,56.3,0
21,395,30.6,56.25,0
15,394,30.61,56.27,0
22,395,30.6,56.27,0
28,394,30.62,56.27,0
23,388,30.61,56.29,0
21,395,30.61,56.26,0
21,394,30.62,56.24,0
22,393,30.61,56.31,0
23,394,30.6,56.26,0
34,394,30.61,56.3,0
22,394,30.6,56.27,0
22,392,30.62,56.28,0
22,397,30.61,56.28,0
17,393,30.62,56.3,0
0,396,30.6,56.29,0
22,395,30.59,56.26,0
22,393,30.62,56.26,0
16,395,30.62,56.29,0
25,394,30.62,56.2,0
26,394,30.62,56.24,0
21,393,30.61,56.25,0
22,394,30.61,56.24,0
20,390,30.61,56.25,0
0,396,30.6,56.29,0
22,397,30.61,56.26,0
21,392,30.62,56.23,0
28,396,30.61,56.27,0
20,397,30.62,56.25,0
21,398,30.62,56.23,0
22,408,30.62,56.19,0
22,394,30.61,56.23,0
21,395,30.61,56.23,0
25,396,30.62,56.23,0
25,396,30.61,56.25,0
21,396,30.62,56.21,0
48,395,30.61,56.25,0
22,394,30.62,56.29,0
22,396,30.63,56.27,0
22,393,30.63,56.31,0
23,396,30.61,56.29,0
17,393,30.62,56.28,0
22,393,30.63,56.26,0
22,393,30.63,56.3,0
21,389,30.63,56.31,0
22,392,30.64,56.33,0
21,389,30.63,56.34,0
28,392,30.64,56.28,0
40,391,30.62,56.29,0
12,390,30.63,56.32,0
22,388,30.63,56.33,0
22,384,30.63,56.32,0
20,387,30.63,56.29,0
21,394,30.62,56.26,0
22,393,30.62,56.32,0
22,392,30.63,56.29,0
21,403,30.64,56.29,0
12,393,30.63,56.29,0
22,408,30.64,56.3,0
22,390,30.63,56.26,0
21,395,30.62,56.27,0
28,393,30.61,56.25,0
26,391,30.63,56.27,0
28,393,30.63,56.35,0
14,395,30.62,56.32,0
11,389,30.63,56.3,0
21,391,30.63,56.32,0
21,390,30.62,56.29,0
31,389,30.63,56.29,0
22,393,30.63,56.3,0
21,391,30.63,56.35,0
22,389,30.63,56.29,0
22,389,30.63,56.29,0
21,392,30.63,56.33,0
22,384,30.64,56.32,0
16,391,30.64,56.33,0
21,389,30.63,56.34,0
21,371,30.63,56.37,0
21,392,30.64,56.37,0
21,391,30.64,56.33,0
22,393,30.65,56.36,0
21,388,30.64,56.37,0
21,393,30.64,56.34,0
18,394,30.63,56.34,0
20,393,30.63,56.38,0
21,374,30.64,56.32,0
21,395,30.63,56.4,0
10,392,30.64,56.38,0
21,392,30.64,56.35,0
22,400,30.63,56.34,0
22,392,30.65,56.38,0
21,388,30.64,56.35,0
22,392,30.65,56.36,0
23,394,30.65,56.37,0
21,392,30.65,56.39,0
22,392,30.65,56.36,0
20,398,30.64,56.32,0
21,393,30.65,56.4,0
23,394,30.64,56.39,0
19,391,30.64,56.4,0
21,391,30.64,56.35,0
21,389,30.65,56.38,0
21,388,30.64,56.4,0
22,389,30.65,56.37,0
22,390,30.66,56.36,0
22,386,30.65,56.36,0
21,391,30.65,56.38,0
59,392,30.64,56.38,0
17,391,30.65,56.38,0
22,393,30.65,56.38,0
20,389,30.65,56.39,0
21,392,30.65,56.38,0
0,391,30.64,56.38,0
22,391,30.66,56.4,0
21,392,30.66,56.38,0
20,392,30.65,56.39,0
30,425,30.65,56.44,0
22,418,30.65,56.44,0
21,415,30.67,56.4,0
28,417,30.66,56.46,0
17,419,30.66,56.42,0
22,418,30.66,56.44,0
0,421,30.66,56.47,0
23,417,30.66,56.44,0
22,422,30.66,56.49,0
31,423,30.67,56.48,0
29,419,30.67,56.48,0
22,413,30.64,56.51,0
23,424,30.65,56.53,0
22,414,30.66,56.59,0
13,412,30.66,56.5,0
21,414,30.66,56.55,0
22,413,30.66,56.55,0
22,418,30.66,56.6,0
21,417,30.67,56.56,0
22,419,30.68,56.59,0
20,417,30.68,56.55,0
21,415,30.67,56.54,0
38,420,30.67,56.53,0
21,422,30.67,56.49,0
21,420,30.68,56.51,0
22,420,30.67,56.53,0
21,423,30.67,56.5,0
22,421,30.67,56.48,0
21,421,30.67,56.54,0
21,421,30.66,56.49,0
22,411,30.67,56.58,0
22,418,30.67,56.5,0
21,415,30.67,56.56,0
22,421,30.67,56.56,0
22,422,30.68,56.56,0
39,422,30.67,56.56,0
22,425,30.67,56.57,0
20,424,30.67,56.56,0
22,424,30.67,56.59,0
22,424,30.67,56.6,0
22,422,30.66,56.58,0
22,423,30.67,56.63,0
22,417,30.67,56.63,0
22,418,30.68,56.63,0
21,428,30.67,56.62,0
21,417,30.66,56.62,0
30,422,30.67,56.66,0
0,422,30.67,56.63,0
22,422,30.68,56.64,0
22,422,30.68,56.67,0
20,420,30.68,56.66,0
21,425,30.67,56.66,0
22,423,30.66,56.69,0
19,425,30.67,56.72,0
22,423,30.67,56.72,0
21,385,30.68,56.68,0
22,427,30.69,56.68,0
37,424,30.68,56.7,0
22,427,30.68,56.77,0
10,387,30.68,56.73,0
30,424,30.67,56.71,0
10,421,30.67,56.71,0
22,422,30.68,56.71,0
21,387,30.68,56.75,0
22,388,30.68,56.69,0
22,387,30.69,56.71,0
21,388,30.68,56.65,0
17,390,30.69,56.72,0
59,390,30.68,56.66,0
22,395,30.69,56.71,0
22,391,30.67,56.72,0
22,420,30.68,56.72,0
21,423,30.67,56.71,0
21,424,30.68,56.7,0
22,425,30.68,56.76,0
22,426,30.69,56.7,0
21,423,30.67,56.69,0
22,426,30.67,56.72,0
21,423,30.68,56.73,0
43,424,30.66,56.71,0
22,423,30.68,56.71,0
0,424,30.68,56.71,0
21,424,30.7,56.74,0
26,419,30.68,56.74,0
14,422,30.69,56.76,0
41,389,30.68,56.72,0
12,422,30.69,56.73,0
23,421,30.68,56.69,0
21,426,30.68,56.79,0
21,427,30.68,56.77,0
22,422,30.68,56.75,0
22,420,30.68,56.78,0
23,422,30.69,56.77,0
22,422,30.68,56.81,0
22,391,30.68,56.79,0
23,425,30.7,56.79,0
46,422,30.68,56.78,0
24,423,30.68,56.77,0
13,388,30.69,56.77,0
21,421,30.68,56.76,0
22,414,30.69,56.78,0
21,416,30.69,56.76,0
22,422,30.69,56.74,0
20,429,30.7,56.77,0
19,428,30.7,56.75,0
22,423,30.69,56.78,0
23,422,30.69,56.8,0
20,420,30.7,56.76,0
22,422,30.68,56.79,0
20,401,30.68,56.78,0
24,431,30.7,56.72,0
13,423,30.69,56.76,0
26,422,30.7,56.77,0
26,423,30.69,56.73,0
21,418,30.69,56.76,0
21,421,30.7,56.78,0
22,414,30.69,56.77,0
22,421,30.7,56.77,0
23,432,30.68,56.78,0
26,429,30.7,56.78,0
21,390,30.71,56.79,0
23,386,30.7,56.88,0
22,431,30.69,56.84,0
23,444,30.71,56.84,0
23,390,30.7,56.87,0
21,427,30.69,56.86,0
21,427,30.68,56.89,0
49,427,30.7,56.92,0
23,431,30.7,56.86,0
22,424,30.7,56.88,0
21,427,30.7,56.86,0
22,424,30.71,56.84,0
22,420,30.71,56.81,0
22,417,30.71,56.81,0
21,417,30.71,56.85,0
20,411,30.71,56.77,0
22,415,30.7,56.81,0
21,415,30.7,56.82,0
25,412,30.71,56.78,0
22,399,30.71,56.8,0
16,396,30.7,56.84,0
22,395,30.71,56.8,0
22,390,30.71,56.81,0
22,395,30.71,56.77,0
22,391,30.7,56.79,0
20,402,30.72,56.79,0
22,420,30.71,56.81,0
22,403,30.71,56.83,0
22,399,30.7,56.83,0
21,388,30.69,56.79,0
20,392,30.69,56.84,0
21,390,30.71,56.85,0
16,392,30.7,56.87,0
20,392,30.7,56.87,0
21,392,30.7,56.85,0
28,394,30.71,56.94,0
21,389,30.71,56.92,0
22,393,30.71,56.92,0
17,394,30.7,56.95,0
27,394,30.71,57.0,0
23,393,30.71,56.96,0
21,393,30.7,57.02,0
26,404,30.69,56.99,0
22,395,30.72,56.96,0
16,395,30.71,56.99,0
22,392,30.69,56.95,0
22,392,30.72,57.03,0
23,385,30.72,56.99,0
3,393,30.71,57.04,0
20,388,30.71,57.02,0
35,392,30.71,57.03,0
21,412,30.72,56.99,0
17,413,30.71,57.07,0
22,418,30.71,57.04,0
14,416,30.72,57.1,0
22,388,30.72,57.07,0
23,389,30.72,57.06,0
15,391,30.72,57.07,0
22,392,30.72,57.05,0
21,389,30.71,57.03,0
21,391,30.71,57.02,0
23,392,30.72,57.02,0
22,390,30.72,57.02,0
23,396,30.71,57.01,0
21,393,30.71,56.97,0
21,390,30.73,56.98,0
22,388,30.73,56.99,0
38,388,30.72,57.01,0
21,389,30.73,56.95,0
23,389,30.74,56.92,0
40,397,30.71,56.96,0
16,390,30.73,56.96,0
21,387,30.72,56.98,0
42,388,30.71,57.01,0
